Titre;Prix;Lien;Source;Annonce-Detectee;Annonce-Deposee;Marque;Modèle;Année;Kilométrage;Boite_Vitesse;Energie;Localisation;Puissance_Fiscale;Etat_Vehicule;Statut;Description;Options;Nb_Options;Transmission;Date_Reference_Annonce;Age_Annonce_Jours
Ford focus 2016;38000.0;https://www.tayara.tn/item/voitures/ben-arous/mgrine/ford-focus-2016/6a3cdcb6b3da6e91fdbcd421/;tayara.tn;2026-07-13;2026-06-25;Ford;Focus;2016.0;125000.0;Manuelle;Essence;Ben Arous;;;;;;;;2026-06-25;50
Voiture en très bonne état;53999.0;https://www.tayara.tn/item/voitures/monastir/ksibet-el-mdiouni/voiture-en-trs-bonne-tat/6a3c482911fc36f5d73666c2/;tayara.tn;2026-07-13;2026-06-25;Volkswagen;Tiguan;2010.0;171467.0;Automatique;Diesel;Monastir;8.0;;;;;;;2026-06-25;50
Citroen ax num : 58658923;9000.0;https://www.tayara.tn/item/voitures/la-manouba/mornaguia/citroen-axnum-58658923/6a3c391e11fc36f5d7365bfc/;tayara.tn;2026-07-13;2026-06-25;Citroën;AX;2000.0;1000.0;Automatique;Essence;La Manouba;;;;;;;;2026-06-25;50
Voiture;29000.0;https://www.tayara.tn/item/voitures/tunis/alain-savary/voiture/6a3c2df3b2b93a99b97785f8/;tayara.tn;2026-07-13;2026-06-25;Nissan;Micra;2016.0;110000.0;Manuelle;Essence;Tunis;5.0;;;;;;;2026-06-25;50
Seat arona;55000.0;https://www.tayara.tn/item/voitures/sousse/kantaoui/seat-arona/6a3c2de8b2b93a99b97785ea/;tayara.tn;2026-07-13;2026-06-25;Seat;Arona;2021.0;142500.0;Manuelle;Essence;Sousse;6.0;;;;;;;2026-06-25;50
Occasion à saisir;34999.0;https://www.tayara.tn/item/voitures/nabeul/nabeul/occasion-saisir/6a3b9d7cb2b93a99b9771107/;tayara.tn;2026-07-13;2026-06-24;Hyundai;i10;2022.0;128600.0;Manuelle;Essence;Nabeul;5.0;;;;;;;2026-06-24;51
Robuste voiture;27000.0;https://www.tayara.tn/item/voitures/tunis/el-omrane/robuste-voiture/6a3bbff9b2b93a99b9772e5a/;tayara.tn;2026-07-13;2026-06-24;Renault;Twingo;2018.0;100.0;Manuelle;Essence;Tunis;4.0;;;;;;;2026-06-24;51
Voiture C3 pluriel;18000.0;https://www.tayara.tn/item/voitures/ariana/ariana/voiture-c3-pluriel/6a3bdcf711fc36f5d73616b1/;tayara.tn;2026-07-13;2026-06-25;Citroën;C3;2006.0;;Manuelle;Essence;Ariana;5.0;;;;;;;2026-06-25;50
Audi Q5;47500.0;https://www.tayara.tn/item/voitures/tunis/el-manar-2/audi-q5/6a3c1785b2b93a99b9777682/;tayara.tn;2026-07-13;2026-06-25;Audi;Q5;2010.0;200000.0;Automatique;Essence;Tunis;13.0;;;;;;;2026-06-25;50
Citroen jumpy;57000.0;https://www.tayara.tn/item/voitures/tunis/tunis/citroen-jumpy/6a3fd7dac59ab3cb25a0e735/;tayara.tn;2026-07-13;2026-06-28;Citroën;Jumpy;2022.0;79000.0;Manuelle;Diesel;Tunis;5.0;;;;;;;2026-06-28;47
Voiture Ford Mondeo;32000.0;https://www.tayara.tn/item/voitures/ben-arous/ezzahra/voiture-ford-mondeo/6a3d4a1ab3da6e91fdbd2e9f/;tayara.tn;2026-07-13;2026-06-26;Ford;Mondeo;2014.0;368000.0;Manuelle;Essence;Ben Arous;7.0;;;;;;;2026-06-26;49
Voiture Volkswagen Touran en très bon état;40000.0;https://www.tayara.tn/item/voitures/sousse/sousse/voiture-volkswagen-touran-en-trs-bon-tat/6a3d5d41b3da6e91fdbd3b14/;tayara.tn;2026-07-13;2026-06-26;Volkswagen;Touran;2011.0;177000.0;Automatique;Essence;Sousse;8.0;;;;;;;2026-06-26;49
Voiture;37500.0;https://www.tayara.tn/item/voitures/sfax/bir-ali-ben-khalifa/voiture/6a3fc8d0c59ab3cb25a0db10/;tayara.tn;2026-07-13;2026-06-28;Citroën;Berlingo;2015.0;258000.0;Manuelle;Diesel;Sfax;5.0;;;;;;;2026-06-28;47
Véhicule;54500.0;https://www.tayara.tn/item/voitures/monastir/monastir/vhicule/6a3fc397c59ab3cb25a0d6c5/;tayara.tn;2026-07-13;2026-06-27;Mercedes-Benz;Classe C;2012.0;209500.0;Automatique;Essence;Monastir;9.0;;;;;;;2026-06-27;48
IX35;63000.0;https://www.tayara.tn/item/voitures/nabeul/soliman/ix35/6a3fb1b9b3da6e91fdbe67e6/;tayara.tn;2026-07-13;2026-06-27;Hyundai;Ix 35;2014.0;230000.0;Automatique;Diesel;Nabeul;5.0;;;;;;;2026-06-27;48
Mercedes CLA 180;65000.0;https://www.tayara.tn/item/voitures/tunis/tunis/mercedes-cla-180/6a3fadcdb3da6e91fdbe64f3/;tayara.tn;2026-07-13;2026-06-27;Mercedes-Benz;Classe CLA;2019.0;190000.0;Automatique;Essence;Tunis;7.0;;;;;;;2026-06-27;48
BMW à vendre cause de départ;54000.0;https://www.tayara.tn/item/voitures/tunis/la-marsa/bmw-vendre-cause-de-dpart/6a3fa443c59ab3cb25a0be1a/;tayara.tn;2026-07-13;2026-06-27;Bmw;Serie 3;2013.0;169000.0;Automatique;Essence;Tunis;7.0;;;;;;;2026-06-27;48
voiture a vendre;47000.0;https://www.tayara.tn/item/voitures/tunis/tunis/voiture-a-vendre/6a3f956fb3da6e91fdbe5093/;tayara.tn;2026-07-13;2026-06-27;Hyundai;i20;2021.0;110.0;Manuelle;Essence;Tunis;5.0;;;;;;;2026-06-27;48
Volkswagen Polo Sedan 2022 – 45 200 km – Excellent état;46500.0;https://www.tayara.tn/item/voitures/ariana/la-soukra/volkswagen-polo-sedan-2022-45-200-km-excellent-tat/6a3f75d8c59ab3cb25a09f82/;tayara.tn;2026-07-13;2026-06-27;Volkswagen;Polo;2022.0;45200.0;Manuelle;Essence;Ariana;5.0;;;;;;;2026-06-27;48
passat b 9 23887657;49500.0;https://www.tayara.tn/item/voitures/tunis/ain-zaghouan-sud/passat-b-9-23887657/6a3f33d1b3da6e91fdbe2bd1/;tayara.tn;2026-07-13;2026-06-27;Volkswagen;Passat;2019.0;139235.0;Manuelle;Essence;Tunis;7.0;;;;;;;2026-06-27;48
Voiture Grande Punto;21500.0;https://www.tayara.tn/item/voitures/ben-arous/autres-villes/voiture-grande-punto/6a3efe73b3da6e91fdbe1803/;tayara.tn;2026-07-13;2026-06-27;Fiat;Grande Punto;2009.0;240.0;Manuelle;Diesel;Ben Arous;4.0;;;;;;;2026-06-27;48
Peugeot 207;26500.0;https://www.tayara.tn/item/voitures/ben-arous/mohamedia/peugeot-207/6a3efc8ab3da6e91fdbe1703/;tayara.tn;2026-07-13;2026-06-27;Peugeot;207 SW;2012.0;192000.0;Manuelle;Essence;Ben Arous;4.0;;;;;;;2026-06-27;48
VOITURE RENAULT KANGOO;5999.0;https://www.tayara.tn/item/voitures/ben-arous/el-mourouj-1/voiture-renault-kangoo/6a3ec91ab3da6e91fdbdfa62/;tayara.tn;2026-07-13;2026-06-27;Renault;Kangoo;2000.0;270000.0;Manuelle;Diesel;Ben Arous;7.0;;;;;;;2026-06-27;48
Polo 5;17000.0;https://www.tayara.tn/item/voitures/tunis/tunis/polo-5/6a3ea571b3da6e91fdbde5ae/;tayara.tn;2026-07-13;2026-06-27;Volkswagen;Polo;;355000.0;Manuelle;Essence;Tunis;5.0;;;;;;;2026-06-27;48
Hyundai i10 a vendre;43000.0;https://www.tayara.tn/item/voitures/sfax/sfax/hyundai-i10-a-vendre/6a3e8f34b3da6e91fdbdd673/;tayara.tn;2026-07-13;2026-06-27;Hyundai;i10;2022.0;70000.0;Automatique;Essence;Sfax;4.0;;;;;;;2026-06-27;48
106;8500.0;https://www.tayara.tn/item/voitures/tunis/sidi-hassine/106/6a3e5bddc59ab3cb25a01356/;tayara.tn;2026-07-13;2026-06-26;Peugeot;106;1990.0;350.0;Manuelle;Essence;Tunis;4.0;;;;;;;2026-06-26;49
polo 4 avendre;7500.0;https://www.tayara.tn/item/voitures/ben-arous/mornag/polo-4-avendre/6a3d6489b3da6e91fdbd3ff9/;tayara.tn;2026-07-13;2026-06-26;Volkswagen;Polo;2000.0;;Manuelle;Essence;Ben Arous;5.0;;;;;;;2026-06-26;49
🔥🔥Á vendre Peugeot 407 Occasion à ne pas rater !🔥🔥;29000.0;https://www.tayara.tn/item/voitures/gafsa/gafsa/-vendre-peugeot-407-occasion-ne-pas-rater-/6a3d6c5ab3da6e91fdbd44e1/;tayara.tn;2026-07-13;2026-06-26;Peugeot;407;2005.0;150000.0;Automatique;Essence;Gafsa;9.0;;;;;;;2026-06-26;49
NISSAN NAVARA;48000.0;https://www.tayara.tn/item/voitures/ben-arous/el-mourouj-3/nissan-navara/6a3d70e2c59ab3cb259fa865/;tayara.tn;2026-07-13;2026-06-26;Nissan;Navara;;260000.0;Automatique;Diesel;Ben Arous;8.0;;;;;;;2026-06-26;49
Voiture;22000.0;https://www.tayara.tn/item/voitures/ben-arous/borj-cedria/voiture/6a3d78c7c59ab3cb259fad8e/;tayara.tn;2026-07-13;2026-06-26;Opel;Astra;2000.0;390000.0;Manuelle;Diesel;Ben Arous;;;;;;;;2026-06-26;49
voiture;50000.0;https://www.tayara.tn/item/voitures/sousse/m-saken/voiture/6a3dad32b3da6e91fdbd6dfa/;tayara.tn;2026-07-13;2026-06-26;Volkswagen;Tiguan;2012.0;233000.0;Manuelle;Diesel;Sousse;6.0;;;;;;;2026-06-26;49
voiture c15;11000.0;https://www.tayara.tn/item/voitures/nabeul/nabeul/voiture-c15/6a3e2946c59ab3cb259ff0b5/;tayara.tn;2026-07-13;2026-06-26;Citroën;C15;2007.0;1.0;Manuelle;Diesel;Nabeul;1.0;;;;;;;2026-06-26;49
symbole;26000.0;https://www.tayara.tn/item/voitures/tunis/le-bardo/symbole/6a3d7719b3da6e91fdbd4c16/;tayara.tn;2026-07-13;2026-06-26;Renault;Symbol;2012.0;193.0;Manuelle;Essence;Tunis;5.0;;;;;;;2026-06-26;49
R. Kwid a vendre;36000.0;https://www.tayara.tn/item/voitures/ben-arous/el-mourouj/r-kwid-a-vendre/6a43a683c59ab3cb25a3191c/;tayara.tn;2026-07-13;2026-06-30;Renault;Clio;2026.0;0.0;Manuelle;Essence;Ben Arous;4.0;;;;;;;2026-06-30;45
UNE BELLE SUV  NISSAN QASHQAI 1.2 ESSENCE CONDUITE EXCLUSIVEMENT PAR UNE FEMME;57000.0;https://www.tayara.tn/item/voitures/tunis/le-bardo/une-belle-suv-nissan-qashqai-12-essence-conduite-exclusivement-par-une-femme/6a33e31914106929dede858c/;tayara.tn;2026-07-13;2026-06-18;Nissan;Qashqai;2018.0;105000.0;Automatique;Essence;Tunis;6.0;;;;;;;2026-06-18;57
Citroen C elysee a vendre;26700.0;https://www.tayara.tn/item/voitures/sousse/sahloul/citroen-c-elysee-a-vendre/6a33dfd1ec535ff6e1593701/;tayara.tn;2026-07-13;2026-06-18;Citroën;C-Elysee;2016.0;101000.0;Manuelle;Essence;Sousse;5.0;;;;;;;2026-06-18;57
Força llelkessaba;11500.0;https://www.tayara.tn/item/voitures/tunis/tunis/fora-llelkessaba/6a33dd9214106929dede80ba/;tayara.tn;2026-07-13;2026-06-18;Peugeot;205;1999.0;294850.0;Manuelle;Essence;Tunis;4.0;;;;;;;2026-06-18;57
Belle Chevrolet Aveo;15300.0;https://www.tayara.tn/item/voitures/tunis/tunis/belle-chevrolet-aveo/6a33c2bfec535ff6e1591e20/;tayara.tn;2026-07-13;2026-06-18;Chevrolet;Aveo;2005.0;240.0;Manuelle;Essence;Tunis;4.0;;;;;;;2026-06-18;57
Dacia DOKKER 2014 - 320000 km - Diesel;20999.0;https://www.tayara.tn/item/voitures/ariana/charguia-2/dacia-dokker-2014-320000-km-diesel/6a33b31eec535ff6e1591170/;tayara.tn;2026-07-13;2026-06-18;Dacia;Dokker;2014.0;320000.0;Manuelle;Diesel;Ariana;;;;;;;;2026-06-18;57
Dacia DOKKER 2014 - 286 000 km - Diesel;22000.0;https://www.tayara.tn/item/voitures/ariana/charguia-2/dacia-dokker-2014-286-000-km-diesel/6a33b1f1ec535ff6e159108d/;tayara.tn;2026-07-13;2026-06-18;Dacia;Dokker;2014.0;286000.0;;Diesel;Ariana;;;;;;;;2026-06-18;57
voiture;85000.0;https://www.tayara.tn/item/voitures/monastir/monastir/voiture/6a33a84e14106929dede54d3/;tayara.tn;2026-07-13;2026-06-18;Bmw;X6;2012.0;235.0;Automatique;Diesel;Monastir;15.0;;;;;;;2026-06-18;57
MG ONE;92000.0;https://www.tayara.tn/item/voitures/monastir/monastir/mg-one/6a33a52e14106929dede52f7/;tayara.tn;2026-07-13;2026-06-18;Mg;GT;2024.0;20000.0;Automatique;Essence;Monastir;10.0;;;;;;;2026-06-18;57
À vendre Suzuki Celerio;34000.0;https://www.tayara.tn/item/voitures/ariana/ariana/-vendre-suzuki-celerio/6a339eefec535ff6e1590348/;tayara.tn;2026-07-13;2026-06-18;Suzuki;Celerio;2022.0;44000.0;Manuelle;Essence;Ariana;;;;;;;;2026-06-18;57
Ford EcoSport Titanium année 2023;55000.0;https://www.tayara.tn/item/voitures/nabeul/soliman/ford-ecosport-titanium-anne-2023/6a33219114106929dede2845/;tayara.tn;2026-07-13;2026-06-18;Ford;EcoSport;2023.0;90000.0;Manuelle;Essence;Nabeul;7.0;;;;;;;2026-06-18;57
voiture commerciale;11700.0;https://www.tayara.tn/item/voitures/jendouba/tabarka/voiture-commerciale/6a32a4efec535ff6e1587a5e/;tayara.tn;2026-07-13;2026-06-18;Renault;Kangoo;2004.0;185000.0;Manuelle;Diesel;Jendouba;7.0;;;;;;;2026-06-18;57
golf 5;26800.0;https://www.tayara.tn/item/voitures/monastir/jemmal/golf-5/6a32b1ce14106929deddd1f2/;tayara.tn;2026-07-13;2026-06-18;Volkswagen;Golf 5;2005.0;300.0;Manuelle;Diesel;Monastir;6.0;;;;;;;2026-06-18;57
MG HS;75000.0;https://www.tayara.tn/item/voitures/ariana/chotrana-1/mg-hs/6a32d99eec535ff6e158a49d/;tayara.tn;2026-07-13;2026-06-18;Mg;HS;2021.0;53000.0;Automatique;Essence;Ariana;15.0;;;;;;;2026-06-18;57
voiture Peugeot 3008;78000.0;https://www.tayara.tn/item/voitures/sousse/chatt-mariem/voiture-peugeot-3008/6a32dc5e14106929deddf3ca/;tayara.tn;2026-07-13;2026-06-18;Peugeot;3008;2021.0;170.0;Automatique;Diesel;Sousse;7.0;;;;;;;2026-06-18;57
FIAT 500X;44000.0;https://www.tayara.tn/item/voitures/ariana/charguia-1/fiat-500x/6a32d7e214106929deddf0c3/;tayara.tn;2026-07-13;2026-06-18;Fiat;500X;2018.0;61000.0;Automatique;Essence;Ariana;7.0;;;;;;;2026-06-18;57
voiture;33000.0;https://www.tayara.tn/item/voitures/gafsa/redeyef/voiture/6a3415cbec535ff6e1596378/;tayara.tn;2026-07-13;2026-06-19;Citroën;C5;2012.0;250.0;Manuelle;Diesel;Gafsa;7.0;;;;;;;2026-06-19;56
Megane 2 Phase 2 Siemens;25000.0;https://www.tayara.tn/item/voitures/sfax/sfax/megane-2-phase-2-siemens/6a43b29fb3da6e91fdc0c289/;tayara.tn;2026-07-13;2026-06-30;Renault;Megane;2009.0;268000.0;Manuelle;Diesel;Sfax;6.0;;;;;;;2026-06-30;45
A Vendre Citroen C 4 Cactus;39000.0;https://www.tayara.tn/item/voitures/sfax/sfax/a-vendre-citroen-c-4-cactus/6a520af74956ba003a3e478a/;tayara.tn;2026-07-13;2026-07-11;Citroën;C4 Cactus;2018.0;114000.0;;Essence;Sfax;;;;;;;;2026-07-11;34
Voiture opel mokka;84550.0;https://www.tayara.tn/item/voitures/zaghouan/el-fahs/voiture-opel-mokka/6a5208804956ba003a3e45a4/;tayara.tn;2026-07-13;2026-07-11;Opel;Mokka;2023.0;45500.0;Manuelle;Essence;Zaghouan;5.0;;;;;;;2026-07-11;34
Vente ford focus 1er main;35500.0;https://www.tayara.tn/item/voitures/ariana/ariana/vente-ford-focus-1er-main/6a51f51c7b31d9554f3b33b8/;tayara.tn;2026-07-13;2026-07-11;Ford;Focus;;150.0;Manuelle;Essence;Ariana;6.0;;;;;;;2026-07-11;34
A Vendre kia picanto;31000.0;https://www.tayara.tn/item/voitures/la-manouba/oued-ellil/a-vendre-kia-picanto/6a51eeff7b31d9554f3b3108/;tayara.tn;2026-07-13;2026-07-11;Kia;Picanto;2017.0;157000.0;Manuelle;Essence;La Manouba;4.0;;;;;;;2026-07-11;34
PEUGEOT 206 LOOK;20500.0;https://www.tayara.tn/item/voitures/sfax/sfax-ville/peugeot-206-look/6a5161fc4956ba003a3e0046/;tayara.tn;2026-07-13;2026-07-11;Peugeot;206;2006.0;239148.0;Manuelle;Essence;Sfax;5.0;;;;;;;2026-07-11;34
Ford Fiesta Titanium;27000.0;https://www.tayara.tn/item/voitures/ben-arous/ben-arous/ford-fiesta-titanium/6a511a307b31d9554f3ac32b/;tayara.tn;2026-07-13;2026-07-11;Ford;Fiesta;2010.0;185000.0;Manuelle;Essence;Ben Arous;4.0;;;;;;;2026-07-11;34
FORD FIESTA modèle 2006;17000.0;https://www.tayara.tn/item/voitures/ariana/ariana/ford-fiesta-modle-2006/6a5108bb7b31d9554f3ab586/;tayara.tn;2026-07-13;2026-07-11;Ford;Fiesta;2006.0;286000.0;Manuelle;Essence;Ariana;5.0;;;;;;;2026-07-11;34
UNE BELLE VOITURE C4;30500.0;https://www.tayara.tn/item/voitures/tunis/tunis/une-belle-voiture-c4/6a50e9b77b31d9554f3a9b54/;tayara.tn;2026-07-13;2026-07-11;Citroën;C4;2012.0;192000.0;Automatique;Essence;Tunis;7.0;;;;;;;2026-07-11;34
VOITURE C3;30000.0;https://www.tayara.tn/item/voitures/tunis/centre-ville-lafayette/voiture-c3/6a50e26c7b31d9554f3a95e7/;tayara.tn;2026-07-13;2026-07-10;Citroën;C3;2017.0;147000.0;Manuelle;Essence;Tunis;;;;;;;;2026-07-10;35
Peugeot 208 essence 2018;27500.0;https://www.tayara.tn/item/voitures/la-manouba/la-manouba/peugeot-208-essence-2018/6a50cca74956ba003a3d8d0b/;tayara.tn;2026-07-13;2026-07-10;Peugeot;208;2018.0;198000.0;Manuelle;Essence;La Manouba;5.0;;;;;;;2026-07-10;35
VOITURE NEUF AVEC 9000 KM CERTIFIE;33330.0;https://www.tayara.tn/item/voitures/bizerte/menzel-jemil/voiture-neuf-avec-9000-km-certifie/6a50b7e27b31d9554f3a7217/;tayara.tn;2026-07-13;2026-07-10;Renault;Express;2024.0;9000.0;Manuelle;Diesel;Bizerte;5.0;;;;;;;2026-07-10;35
Excellente voiture : Range Rover Discovery Sport;94000.0;https://www.tayara.tn/item/voitures/ariana/ariana/excellente-voiture-range-rover-discovery-sport/6a5284df7b31d9554f3b9b9f/;tayara.tn;2026-07-13;2026-07-12;Land Rover;Range Rover;2017.0;130000.0;Automatique;Diesel;Ariana;10.0;;;;;;;2026-07-12;33
Ford Fiesta Ghia à vendre;17899.0;https://www.tayara.tn/item/voitures/la-manouba/mornaguia/ford-fiesta-ghia-vendre/6a5282824956ba003a3ea0c9/;tayara.tn;2026-07-13;2026-07-12;Ford;Fiesta;2007.0;205000.0;Manuelle;Essence;La Manouba;5.0;;;;;;;2026-07-12;33
Golf 8 Allemagne;74000.0;https://www.tayara.tn/item/voitures/tunis/tunis/golf-8-allemagne/6a526b594956ba003a3e921d/;tayara.tn;2026-07-13;2026-07-12;Volkswagen;Golf 8;2021.0;79000.0;Manuelle;Essence;Tunis;6.0;;;;;;;2026-07-12;33
Voiture;39000.0;https://www.tayara.tn/item/voitures/ariana/ariana/voiture/6a52682f4956ba003a3e8fd5/;tayara.tn;2026-07-13;2026-07-12;Renault;Clio;2021.0;112000.0;Manuelle;Essence;Ariana;;;;;;;;2026-07-12;33
ford figo;23700.0;https://www.tayara.tn/item/voitures/la-manouba/la-manouba/ford-figo/6a5264ed4956ba003a3e8d42/;tayara.tn;2026-07-13;2026-07-12;Ford;Fiesta;2013.0;200000.0;Manuelle;Essence;La Manouba;5.0;;;;;;;2026-07-12;33
CITROEN C4 B7 TTE OPTIONS TRES PROPRE . TEL 55855055;29500.0;https://www.tayara.tn/item/voitures/ben-arous/el-mourouj/citroen-c4-b7-tte-options-tres-propre-tel-55855055/6a524e017b31d9554f3b74b1/;tayara.tn;2026-07-13;2026-07-12;Citroën;C4;2012.0;200000.0;Manuelle;Essence;Ben Arous;6.0;;;;;;;2026-07-12;33
Kadjar Intense phase 2 BVA;70000.0;https://www.tayara.tn/item/voitures/tunis/le-kram/kadjar-intense-phase-2-bva/6a52487c4956ba003a3e77ac/;tayara.tn;2026-07-13;2026-07-12;Renault;Kadjar;;100000.0;Automatique;Essence;Tunis;7.0;;;;;;;2026-07-12;33
Kia Rio mécanique excellent;25000.0;https://www.tayara.tn/item/voitures/tunis/l-aouina/kia-rio-mcanique-excellent/6a5243d27b31d9554f3b6cbd/;tayara.tn;2026-07-13;2026-07-12;Kia;Rio;2010.0;263000.0;Manuelle;Essence;Tunis;6.0;;;;;;;2026-07-12;33
voiture  mg zs;68600.0;https://www.tayara.tn/item/voitures/mdenine/zarzis/voiture-mg-zs/69cad5d0b9d5257b5a850166/;tayara.tn;2026-07-13;2026-07-11;Mg;ZS;2024.0;74000.0;Automatique;Essence;Médenine;6.0;;;;;;;2026-07-11;34
Voiture à vendre;79000.0;https://www.tayara.tn/item/voitures/nabeul/nabeul/voiture-vendre/6a5220017b31d9554f3b50e2/;tayara.tn;2026-07-13;2026-07-11;Volkswagen;Golf;2022.0;83000.0;Manuelle;;Nabeul;;;;;;;;2026-07-11;34
Peugeot 106;14000.0;https://www.tayara.tn/item/voitures/sfax/sfax/peugeot-106/6a5221d47b31d9554f3b5216/;tayara.tn;2026-07-13;2026-07-11;Peugeot;106;1997.0;0.0;Automatique;Essence;Sfax;4.0;;;;;;;2026-07-11;34
citroen jumpy;24999.0;https://www.tayara.tn/item/voitures/la-manouba/la-manouba/citroen-jumpy/6a52244f7b31d9554f3b53fa/;tayara.tn;2026-07-13;2026-07-11;Citroën;Jumpy;2009.0;;Manuelle;Diesel;La Manouba;5.0;;;;;;;2026-07-11;34
hyondai i10 importé model2023;44000.0;https://www.tayara.tn/item/voitures/sousse/sousse-riadh/hyondai-i10-import-model2023/6a5226394956ba003a3e5d2b/;tayara.tn;2026-07-13;2026-07-11;Hyundai;i10;2023.0;48000.0;Manuelle;Essence;Sousse;4.0;;;;;;;2026-07-11;34
Voiture Mitsubishi attrage a vendre;38500.0;https://www.tayara.tn/item/voitures/sousse/kala-kebira/voiture-mitsubishi-attrage-a-vendre/6a5229227b31d9554f3b582e/;tayara.tn;2026-07-13;2026-07-11;Mitsubishi;Canter;2021.0;39000.0;Manuelle;Essence;Sousse;4.0;;;;;;;2026-07-11;34
vente voiture Hyundai i10;30000.0;https://www.tayara.tn/item/voitures/tunis/tunis/vente-voiture-hyundai-i10/6a50b5d34956ba003a3d798d/;tayara.tn;2026-07-13;2026-07-10;Hyundai;i10;2016.0;126000.0;Manuelle;Essence;Tunis;5.0;;;;;;;2026-07-10;35
avendre  mazda cx5;47999.0;https://www.tayara.tn/item/voitures/sousse/kala-kebira/avendre-mazda-cx5/6a522ff44956ba003a3e6519/;tayara.tn;2026-07-13;2026-07-11;Mazda;CX-5;2012.0;186000.0;Manuelle;Essence;Sousse;9.0;;;;;;;2026-07-11;34
Vente Très bon Etat AUDI Q2;62000.0;https://www.tayara.tn/item/voitures/tunis/la-marsa/vente-trs-bon-etat-audi-q2/6a522a5b7b31d9554f3b593c/;tayara.tn;2026-07-13;2026-07-11;Audi;Q2;;162000.0;Automatique;Essence;Tunis;6.0;;;;;;;2026-07-11;34
Attrage Mitsubishi   tel99588008;34000.0;https://www.tayara.tn/item/voitures/sousse/sousse-jawhara/attrage-mitsubishi-tel99588008/6a232199a849fd3c0e149d27/;tayara.tn;2026-07-13;2026-07-10;Mitsubishi;Attrage;2021.0;62000.0;Manuelle;Essence;Sousse;;;;;;;;2026-07-10;35
Dacia Dokker 1.5 DCI;31500.0;https://www.tayara.tn/item/voitures/ariana/cit-ennasr-2/dacia-dokker-15-dci/6a50b30e4956ba003a3d7781/;tayara.tn;2026-07-13;2026-07-10;Dacia;Dokker;2020.0;192000.0;Manuelle;Diesel;Ariana;6.0;;;;;;;2026-07-10;35
voiture mahindra kuv100 k8;25000.0;https://www.tayara.tn/item/voitures/gabs/gabs/voiture-mahindra-kuv100-k8/6a50ae127b31d9554f3a6a7b/;tayara.tn;2026-07-13;2026-07-10;Mahindra;Hover;2021.0;120000.0;Manuelle;Essence;Gabès;5.0;;;;;;;2026-07-10;35
NISSAN MICRA 2016;24500.0;https://www.tayara.tn/item/voitures/ben-arous/ezzahra/nissan-micra-2016/6a4f668e7b31d9554f39b02a/;tayara.tn;2026-07-13;2026-07-09;Nissan;Micra;2016.0;189000.0;Manuelle;Essence;Ben Arous;5.0;;;;;;;2026-07-09;36
Hyundai i20 high grade;65000.0;https://www.tayara.tn/item/voitures/sousse/sahloul/hyundai-i20-high-grade/6a4f57ad4956ba003a3cad0f/;tayara.tn;2026-07-13;2026-07-09;Hyundai;i20;2021.0;11000.0;Manuelle;Essence;Sousse;5.0;;;;;;;2026-07-09;36
Dacia Sandero;46000.0;https://www.tayara.tn/item/voitures/ariana/chotrana-3/dacia-sandero/6a4f53957b31d9554f39a101/;tayara.tn;2026-07-13;2026-07-09;Dacia;Sandero;2023.0;38000.0;Manuelle;Essence;Ariana;5.0;;;;;;;2026-07-09;36
forssssa A4;30300.0;https://www.tayara.tn/item/voitures/le-kef/kef-est/forssssa-a4/6a4f3e044956ba003a3c9e8c/;tayara.tn;2026-07-13;2026-07-09;Audi;A4;2010.0;274222.0;Manuelle;Essence;Le Kef;7.0;;;;;;;2026-07-09;36
Ford focus titanium;35000.0;https://www.tayara.tn/item/voitures/nabeul/nabeul/ford-focus-titanium/6a4f376f4956ba003a3c9c1c/;tayara.tn;2026-07-13;2026-07-09;Ford;Focus;2015.0;180000.0;Manuelle;Essence;Nabeul;6.0;;;;;;;2026-07-09;36
Mercedes C180 Avantgarde 2015;75000.0;https://www.tayara.tn/item/voitures/sfax/route-el-afrane/mercedes-c180-avantgarde-2015/6a4ec8394956ba003a3c7437/;tayara.tn;2026-07-13;2026-07-09;Mercedes-Benz;Classe C;2015.0;270000.0;Automatique;Essence;Sfax;;;;;;;;2026-07-09;36
Toyota CHR à vendre;60000.0;https://www.tayara.tn/item/voitures/tunis/tunis/toyota-chr-vendre/6a4ec2aa4956ba003a3c6f7e/;tayara.tn;2026-07-13;2026-07-09;Toyota;C-HR;2017.0;132000.0;;Essence;Tunis;6.0;;;;;;;2026-07-09;36
Kia rio;44000.0;https://www.tayara.tn/item/voitures/sousse/hammam-sousse/kia-rio/6a4e74824956ba003a3c3491/;tayara.tn;2026-07-13;2026-07-09;Kia;Rio;2020.0;111000.0;Manuelle;Essence;Sousse;5.0;;;;;;;2026-07-09;36
tiggo 2 en excellente état  40.500d;40500.0;https://www.tayara.tn/item/voitures/monastir/moknine/tiggo-2-en-excellente-tat-40500d/6a4e78334956ba003a3c3754/;tayara.tn;2026-07-13;2026-07-09;Chery;Tiggo;2020.0;75000.0;Automatique;Essence;Monastir;6.0;;;;;;;2026-07-09;36
Ford fiesta;34500.0;https://www.tayara.tn/item/voitures/ben-arous/rads/ford-fiesta/6a4e8c6d4956ba003a3c45df/;tayara.tn;2026-07-13;2026-07-09;Ford;Fiesta;2016.0;121000.0;Manuelle;Essence;Ben Arous;5.0;;;;;;;2026-07-09;36
